           0           2           6 (  6.5250117671437240E-008,  3.5116712112129424E-008)
           1           2           6 (  6.4555893951386815E-010,  4.9987532495131235E-010)
           2           2           6 (  8.1441090856860991E-012,  8.7918214143722736E-012)
           0           0           7 (  2.9153772800420159E-003,  2.8708042160976673E-004)
           1           0           7 (  9.5413068129275173E-006,  3.3559575850278008E-006)
           2           0           7 (  6.5250115583867115E-008,  3.5116716052594530E-008)
           0           1           7 (  9.5413068129274716E-006,  3.3559575850278050E-006)
           1           1           7 (  6.5250115583872488E-008,  3.5116716052572071E-008)
           2           1           7 (  6.4555893831467454E-010,  4.9987531889599437E-010)
           0           2           7 (  6.5250115584010290E-008,  3.5116716052533809E-008)
           1           2           7 (  6.4555893831228926E-010,  4.9987531889749539E-010)
           2           2           7 (  8.1441089990021754E-012,  8.7918213538414340E-012)
           0           0           8 (  2.9153752244519215E-003,  2.8707986306248517E-004)
           1           0           8 (  9.5413081547018923E-006,  3.3559569826737297E-006)
           2           0           8 (  6.5250114905535946E-008,  3.5116717416488921E-008)
           0           1           8 (  9.5413081547018178E-006,  3.3559569826737331E-006)
           1           1           8 (  6.5250114905515618E-008,  3.5116717416451652E-008)
           2           1           8 (  6.4555893785259015E-010,  4.9987531683257569E-010)
           0           2           8 (  6.5250114905640979E-008,  3.5116717416461816E-008)
           1           2           8 (  6.4555893784920201E-010,  4.9987531683596382E-010)
           2           2           8 (  8.1441090613173454E-012,  8.7918213833269865E-012)
           0           0           9 (  2.9153772800407807E-003,  2.8708042161130364E-004)
           1           0           9 (  9.5413068129275123E-006,  3.3559575850264273E-006)
           2           0           9 (  6.5250115583866030E-008,  3.5116716052597416E-008)
           0           1           9 (  9.5413068129274699E-006,  3.3559575850264172E-006)
           1           1           9 (  6.5250115583884625E-008,  3.5116716052580508E-008)
           2           1           9 (  6.4555893831787417E-010,  4.9987531891110810E-010)
           0           2           9 (  6.5250115584046607E-008,  3.5116716052559928E-008)
           1           2           9 (  6.4555893831360902E-010,  4.9987531890744793E-010)
           2           2           9 (  8.1441090491643157E-012,  8.7918213468515155E-012)
           0           0          10 (  2.9153832537358823E-003,  2.8708221007252006E-004)
           1           0          10 (  9.5413028412332704E-006,  3.3559592472889054E-006)
           2           0          10 (  6.5250117671282961E-008,  3.5116712112091420E-008)
           0           1          10 (  9.5413028412332111E-006,  3.3559592472889100E-006)
           1           1          10 (  6.5250117671285436E-008,  3.5116712112096006E-008)
           2           1          10 (  6.4555893951956556E-010,  4.9987532494912239E-010)
           0           2          10 (  6.5250117671514823E-008,  3.5116712112110757E-008)
           1           2          10 (  6.4555893952006167E-010,  4.9987532494552870E-010)
           2           2          10 (  8.1441090693267543E-012,  8.7918214422994259E-012)
           0           0          11 (  2.9153932359182455E-003,  2.8708523477059258E-004)
           1           0          11 (  9.5412961885770003E-006,  3.3559620056564449E-006)
           2           0          11 (  6.5250121184831742E-008,  3.5116705532521353E-008)
           0           1          11 (  9.5412961885769342E-006,  3.3559620056564495E-006)
           1           1          11 (  6.5250121184821816E-008,  3.5116705532513995E-008)
           2           1          11 (  6.4555894156587826E-010,  4.9987533501565857E-010)
           0           2          11 (  6.5250121184998488E-008,  3.5116705532516205E-008)
           1           2          11 (  6.4555894156996101E-010,  4.9987533501714470E-010)
           2           2          11 (  8.1441089872909248E-012,  8.7918213588034498E-012)
           0           0          12 (  2.9154073077804835E-003,  2.8708959553872611E-004)
           1           0          12 (  9.5412867678417902E-006,  3.3559658423739364E-006)
           2           0          12 (  6.5250126205914304E-008,  3.5116696270755238E-008)
           0           1          12 (  9.5412867678417479E-006,  3.3559658423739516E-006)
           1           1          12 (  6.5250126205912610E-008,  3.5116696270763708E-008)
           2           1          12 (  6.4555894430020494E-010,  4.9987534929426636E-010)
           0           2          12 (  6.5250126206049829E-008,  3.5116696270792508E-008)
           1           2          12 (  6.4555894430189901E-010,  4.9987534930273669E-010)
           2           2          12 (  8.1441089630615235E-012,  8.7918213053999553E-012)
           0           0          13 (  2.9154254219590191E-003,  2.8709502666958078E-004)
           1           0          13 (  9.5412747206298599E-006,  3.3559708784747431E-006)
           2           0          13 (  6.5250132541824366E-008,  3.5116684322982492E-008)
           0           1          13 (  9.5412747206298006E-006,  3.3559708784747655E-006)
           1           1          13 (  6.5250132541825980E-008,  3.5116684322991174E-008)
           2           1          13 (  6.4555894801651247E-010,  4.9987536760718402E-010)
           0           2          13 (  6.5250132542030287E-008,  3.5116684323002483E-008)
           1           2          13 (  6.4555894802221019E-010,  4.9987536761772117E-010)
           2           2          13 (  8.1441089691170462E-012,  8.7918213217095821E-012)
           0           0          14 (  2.9154474126185746E-003,  2.8710175850349488E-004)
           1           0          14 (  9.5412600344737549E-006,  3.3559769183097232E-006)
           2           0          14 (  6.5250140331149791E-008,  3.5116669837654003E-008)
           0           1          14 (  9.5412600344737143E-006,  3.3559769183097202E-006)
           1           1          14 (  6.5250140331156077E-008,  3.5116669837653215E-008)
           2           1          14 (  6.4555895242037831E-010,  4.9987538989368224E-010)
           0           2          14 (  6.5250140331350921E-008,  3.5116669837640622E-008)
           1           2          14 (  6.4555895241029901E-010,  4.9987538989347669E-010)
           2           2          14 (  8.1441090233960644E-012,  8.7918212370852185E-012)
           0           0          15 (  2.9154734194322468E-003,  2.8710965098852797E-004)
           1           0          15 (  9.5412426960614379E-006,  3.3559840977446334E-006)
           2           0          15 (  6.5250149495412805E-008,  3.5116652697201194E-008)
           0           1          15 (  9.5412426960613990E-006,  3.3559840977446325E-006)
           1           1          15 (  6.5250149495415029E-008,  3.5116652697195146E-008)
           2           1          15 (  6.4555895763951182E-010,  4.9987541622201417E-010)
           0           2          15 (  6.5250149495587268E-008,  3.5116652697210856E-008)
           1           2          15 (  6.4555895763032918E-010,  4.9987541622588589E-010)
           2           2          15 (  8.1441089426581217E-012,  8.7918212437464733E-012)
