 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -551770714
  1     0.4924251254E-001+/-     0.045337%    +i  -0.1488923493E+000+/-     0.045314%
  2     0.5465164562E-001+/-     0.045516%    +i  -0.1456194969E+000+/-     0.045501%
  3     0.6496118193E-001+/-     0.043989%    +i  -0.1532905249E+000+/-     0.043980%
  4     0.6130476098E-001+/-     0.047411%    +i  -0.1295269602E+000+/-     0.047404%
  5     0.7163986949E-001+/-     0.045648%    +i  -0.1369702820E+000+/-     0.045643%
  6     0.6705052976E-001+/-     0.048973%    +i  -0.1163494060E+000+/-     0.048970%
  7     0.7456574985E-001+/-     0.048059%    +i  -0.1178280854E+000+/-     0.048057%
  8     0.8286751323E-001+/-     0.046985%    +i  -0.1200595649E+000+/-     0.046984%
  9     0.8941085132E-001+/-     0.046525%    +i  -0.1189167338E+000+/-     0.046524%
 10     0.9725100108E-001+/-     0.045787%    +i  -0.1189057459E+000+/-     0.045787%
 11     0.8461578547E-001+/-     0.050252%    +i  -0.9541045188E-001+/-     0.050252%
 12     0.9645901510E-001+/-     0.048112%    +i  -0.1002498360E+000+/-     0.048112%
 13     0.9347364989E-001+/-     0.049875%    +i  -0.8956745096E-001+/-     0.049875%
 14     0.9966631291E-001+/-     0.049206%    +i  -0.8806848778E-001+/-     0.049206%
 15     0.9987290071E-001+/-     0.050000%    +i  -0.8135578634E-001+/-     0.050000%
 16     0.1110664896E+000+/-     0.048168%    +i  -0.8324205641E-001+/-     0.048168%
 17     0.1111520986E+000+/-     0.048853%    +i  -0.7650088431E-001+/-     0.048853%
 18     0.1133140141E+000+/-     0.049029%    +i  -0.7146539583E-001+/-     0.049029%
 19     0.1088546349E+000+/-     0.050637%    +i  -0.6264741920E-001+/-     0.050637%
 20     0.1238325254E+000+/-     0.048001%    +i  -0.6480388095E-001+/-     0.048002%
 21     0.1240305395E+000+/-     0.048450%    +i  -0.5862511105E-001+/-     0.048451%
 22     0.1366506378E+000+/-     0.046574%    +i  -0.5802257948E-001+/-     0.046576%
 23     0.1310220171E+000+/-     0.047946%    +i  -0.4957023770E-001+/-     0.047948%
 24     0.1176432848E+000+/-     0.050964%    +i  -0.3914054848E-001+/-     0.050968%
 25     0.1407715064E+000+/-     0.046880%    +i  -0.4065919344E-001+/-     0.046887%
 26     0.1519928354E+000+/-     0.045360%    +i  -0.3732383444E-001+/-     0.045371%
 27     0.1183346179E+000+/-     0.051639%    +i  -0.2409302889E-001+/-     0.051659%
 28     0.1360539563E+000+/-     0.048336%    +i  -0.2205394105E-001+/-     0.048370%
 29     0.1393855242E+000+/-     0.047891%    +i  -0.1689493558E-001+/-     0.047959%
 30     0.1348251528E+000+/-     0.048795%    +i  -0.1074831870E-001+/-     0.048971%
 31     0.1361054907E+000+/-     0.048621%    +i  -0.5550073003E-002+/-     0.049372%
 32     0.1552181414E+000+/-     0.045548%    +i  -0.2324682033E-010+/-     0.000000%
 33     0.1361054907E+000+/-     0.048621%    +i   0.5550072962E-002+/-     0.049372%
 34     0.1348251528E+000+/-     0.048795%    +i   0.1074831866E-001+/-     0.048971%
 35     0.1393855242E+000+/-     0.047891%    +i   0.1689493553E-001+/-     0.047959%
 36     0.1360539564E+000+/-     0.048336%    +i   0.2205394101E-001+/-     0.048370%
 37     0.1183346179E+000+/-     0.051639%    +i   0.2409302885E-001+/-     0.051659%
 38     0.1519928354E+000+/-     0.045360%    +i   0.3732383439E-001+/-     0.045371%
 39     0.1407715064E+000+/-     0.046880%    +i   0.4065919339E-001+/-     0.046887%
 40     0.1176432848E+000+/-     0.050964%    +i   0.3914054845E-001+/-     0.050968%
 41     0.1310220171E+000+/-     0.047946%    +i   0.4957023766E-001+/-     0.047948%
 42     0.1366506378E+000+/-     0.046574%    +i   0.5802257944E-001+/-     0.046576%
 43     0.1240305395E+000+/-     0.048450%    +i   0.5862511102E-001+/-     0.048451%
 44     0.1238325254E+000+/-     0.048001%    +i   0.6480388091E-001+/-     0.048002%
 45     0.1088546349E+000+/-     0.050637%    +i   0.6264741916E-001+/-     0.050637%
 46     0.1133140142E+000+/-     0.049029%    +i   0.7146539579E-001+/-     0.049029%
 47     0.1111520986E+000+/-     0.048853%    +i   0.7650088428E-001+/-     0.048853%
 48     0.1110664897E+000+/-     0.048168%    +i   0.8324205638E-001+/-     0.048168%
 49     0.9987290074E-001+/-     0.050000%    +i   0.8135578631E-001+/-     0.050000%
 50     0.9966631293E-001+/-     0.049206%    +i   0.8806848775E-001+/-     0.049206%
 51     0.9347364992E-001+/-     0.049875%    +i   0.8956745093E-001+/-     0.049875%
 52     0.9645901513E-001+/-     0.048112%    +i   0.1002498359E+000+/-     0.048112%
 53     0.8461578550E-001+/-     0.050252%    +i   0.9541045185E-001+/-     0.050252%
 54     0.9725100111E-001+/-     0.045787%    +i   0.1189057459E+000+/-     0.045787%
 55     0.8941085136E-001+/-     0.046525%    +i   0.1189167337E+000+/-     0.046524%
 56     0.8286751327E-001+/-     0.046985%    +i   0.1200595648E+000+/-     0.046984%
 57     0.7456574989E-001+/-     0.048059%    +i   0.1178280853E+000+/-     0.048057%
 58     0.6705052979E-001+/-     0.048973%    +i   0.1163494060E+000+/-     0.048970%
 59     0.7163986953E-001+/-     0.045648%    +i   0.1369702820E+000+/-     0.045643%
 60     0.6130476102E-001+/-     0.047411%    +i   0.1295269601E+000+/-     0.047404%
 61     0.6496118198E-001+/-     0.043989%    +i   0.1532905249E+000+/-     0.043980%
 62     0.5465164567E-001+/-     0.045516%    +i   0.1456194969E+000+/-     0.045501%
 63     0.4924251258E-001+/-     0.045337%    +i   0.1488923493E+000+/-     0.045314%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -551770714
   1500000000.00000        35233130.0000000     
 (25600.0000000000,0.000000000000000E+000)
 (29807189.0000000,6.692508022526009E-003)
 (30260.0868535440,-6.794195656278649E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.4349194850E-001+/-     0.053149%    +i  -0.1456627068E+000+/-     0.053149%
  1     0.4885007255E-001+/-     0.037157%    +i  -0.1477947092E+000+/-     0.037139%
  2     0.5523212138E-001+/-     0.036998%    +i  -0.1469085307E+000+/-     0.036986%
  3     0.6479948970E-001+/-     0.035952%    +i  -0.1530271495E+000+/-     0.035944%
  4     0.6191638854E-001+/-     0.038524%    +i  -0.1307971526E+000+/-     0.038518%
  5     0.6736667749E-001+/-     0.038437%    +i  -0.1288035465E+000+/-     0.038433%
  6     0.7106804685E-001+/-     0.038839%    +i  -0.1233423552E+000+/-     0.038837%
  7     0.7895497745E-001+/-     0.038126%    +i  -0.1248492213E+000+/-     0.038125%
  8     0.8135678272E-001+/-     0.038721%    +i  -0.1178587052E+000+/-     0.038720%
  9     0.8789347952E-001+/-     0.038320%    +i  -0.1168524347E+000+/-     0.038320%
 10     0.9703944772E-001+/-     0.037424%    +i  -0.1186823072E+000+/-     0.037424%
 11     0.9003117437E-001+/-     0.039778%    +i  -0.1015300732E+000+/-     0.039778%
 12     0.9990722308E-001+/-     0.038604%    +i  -0.1038042577E+000+/-     0.038604%
 13     0.9781620004E-001+/-     0.039809%    +i  -0.9374357450E-001+/-     0.039809%
 14     0.9685163729E-001+/-     0.040757%    +i  -0.8559910611E-001+/-     0.040757%
 15     0.1007161810E+000+/-     0.040655%    +i  -0.8204056283E-001+/-     0.040655%
 16     0.1106476628E+000+/-     0.039405%    +i  -0.8292871351E-001+/-     0.039405%
 17     0.1080674254E+000+/-     0.040455%    +i  -0.7437875322E-001+/-     0.040455%
 18     0.1125986400E+000+/-     0.040161%    +i  -0.7101450434E-001+/-     0.040161%
 19     0.1107258992E+000+/-     0.040996%    +i  -0.6372537553E-001+/-     0.040996%
 20     0.1251781050E+000+/-     0.038984%    +i  -0.6550396155E-001+/-     0.038984%
 21     0.1252007747E+000+/-     0.039375%    +i  -0.5919568095E-001+/-     0.039375%
 22     0.1304375463E+000+/-     0.038925%    +i  -0.5538756251E-001+/-     0.038926%
 23     0.1237081468E+000+/-     0.040291%    +i  -0.4679375209E-001+/-     0.040293%
 24     0.1193788224E+000+/-     0.041309%    +i  -0.3974402176E-001+/-     0.041313%
 25     0.1382031369E+000+/-     0.038633%    +i  -0.3993159012E-001+/-     0.038638%
 26     0.1474134741E+000+/-     0.037609%    +i  -0.3622969003E-001+/-     0.037617%
 27     0.1220286340E+000+/-     0.041522%    +i  -0.2484289410E-001+/-     0.041538%
 28     0.1354367704E+000+/-     0.039559%    +i  -0.2192097247E-001+/-     0.039587%
 29     0.1355619521E+000+/-     0.039652%    +i  -0.1643708161E-001+/-     0.039708%
 30     0.1427531583E+000+/-     0.038720%    +i  -0.1143533979E-001+/-     0.038860%
 31     0.1394439735E+000+/-     0.039223%    +i  -0.5690508824E-002+/-     0.039828%
 32     0.1623188257E+000+/-     0.036369%    +i  -0.3644490069E-010+/-     0.000000%
 33     0.1394439735E+000+/-     0.039223%    +i   0.5690508761E-002+/-     0.039828%
 34     0.1427531583E+000+/-     0.038720%    +i   0.1143533973E-001+/-     0.038860%
 35     0.1355619521E+000+/-     0.039652%    +i   0.1643708155E-001+/-     0.039708%
 36     0.1354367704E+000+/-     0.039559%    +i   0.2192097241E-001+/-     0.039587%
 37     0.1220286340E+000+/-     0.041522%    +i   0.2484289404E-001+/-     0.041538%
 38     0.1474134741E+000+/-     0.037609%    +i   0.3622968997E-001+/-     0.037617%
 39     0.1382031369E+000+/-     0.038633%    +i   0.3993159006E-001+/-     0.038638%
 40     0.1193788224E+000+/-     0.041309%    +i   0.3974402171E-001+/-     0.041313%
 41     0.1237081468E+000+/-     0.040291%    +i   0.4679375204E-001+/-     0.040293%
 42     0.1304375464E+000+/-     0.038925%    +i   0.5538756246E-001+/-     0.038926%
 43     0.1252007748E+000+/-     0.039375%    +i   0.5919568089E-001+/-     0.039375%
 44     0.1251781050E+000+/-     0.038984%    +i   0.6550396149E-001+/-     0.038984%
 45     0.1107258992E+000+/-     0.040996%    +i   0.6372537548E-001+/-     0.040996%
 46     0.1125986401E+000+/-     0.040161%    +i   0.7101450429E-001+/-     0.040161%
 47     0.1080674255E+000+/-     0.040455%    +i   0.7437875317E-001+/-     0.040455%
 48     0.1106476628E+000+/-     0.039405%    +i   0.8292871346E-001+/-     0.039405%
 49     0.1007161810E+000+/-     0.040655%    +i   0.8204056278E-001+/-     0.040655%
 50     0.9685163733E-001+/-     0.040757%    +i   0.8559910606E-001+/-     0.040757%
 51     0.9781620008E-001+/-     0.039809%    +i   0.9374357446E-001+/-     0.039809%
 52     0.9990722313E-001+/-     0.038604%    +i   0.1038042576E+000+/-     0.038604%
 53     0.9003117441E-001+/-     0.039778%    +i   0.1015300732E+000+/-     0.039778%
 54     0.9703944778E-001+/-     0.037424%    +i   0.1186823071E+000+/-     0.037424%
 55     0.8789347957E-001+/-     0.038320%    +i   0.1168524347E+000+/-     0.038320%
 56     0.8135678277E-001+/-     0.038721%    +i   0.1178587051E+000+/-     0.038720%
 57     0.7895497751E-001+/-     0.038126%    +i   0.1248492213E+000+/-     0.038125%
 58     0.7106804691E-001+/-     0.038839%    +i   0.1233423551E+000+/-     0.038837%
 59     0.6736667755E-001+/-     0.038437%    +i   0.1288035465E+000+/-     0.038433%
 60     0.6191638860E-001+/-     0.038524%    +i   0.1307971526E+000+/-     0.038518%
 61     0.6479948977E-001+/-     0.035952%    +i   0.1530271495E+000+/-     0.035944%
 62     0.5523212145E-001+/-     0.036998%    +i   0.1469085306E+000+/-     0.036986%
 63     0.4885007261E-001+/-     0.037157%    +i   0.1477947092E+000+/-     0.037139%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -551770714
   2000000000.00000        46955321.0000000     
 (25600.0000000000,0.000000000000000E+000)
 (39717221.0000000,1.188079892877774E-002)
 (30265.3656860836,-9.053421039258733E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.4370457883E-001+/-     0.045931%    +i  -0.1463745422E+000+/-     0.045931%
  1     0.5158805313E-001+/-     0.031311%    +i  -0.1562164105E+000+/-     0.031296%
  2     0.5638914483E-001+/-     0.031728%    +i  -0.1499100933E+000+/-     0.031718%
  3     0.6278426426E-001+/-     0.031645%    +i  -0.1482227853E+000+/-     0.031638%
  4     0.6402273518E-001+/-     0.032814%    +i  -0.1353113388E+000+/-     0.032809%
  5     0.6855900390E-001+/-     0.033008%    +i  -0.1310743293E+000+/-     0.033005%
  6     0.7268859632E-001+/-     0.033280%    +i  -0.1260483084E+000+/-     0.033278%
  7     0.7836285691E-001+/-     0.033151%    +i  -0.1239386299E+000+/-     0.033150%
  8     0.8392725558E-001+/-     0.033024%    +i  -0.1216140498E+000+/-     0.033023%
  9     0.8717350961E-001+/-     0.033334%    +i  -0.1158993017E+000+/-     0.033333%
 10     0.9313766766E-001+/-     0.033095%    +i  -0.1138830417E+000+/-     0.033095%
 11     0.9151284457E-001+/-     0.034179%    +i  -0.1032051098E+000+/-     0.034179%
 12     0.9932833908E-001+/-     0.033539%    +i  -0.1032234482E+000+/-     0.033539%
 13     0.9842298693E-001+/-     0.034380%    +i  -0.9432392629E-001+/-     0.034380%
 14     0.9948819584E-001+/-     0.034836%    +i  -0.8793317265E-001+/-     0.034836%
 15     0.1040689304E+000+/-     0.034648%    +i  -0.8477648928E-001+/-     0.034648%
 16     0.1098592328E+000+/-     0.034259%    +i  -0.8233862935E-001+/-     0.034259%
 17     0.1045959641E+000+/-     0.035623%    +i  -0.7199311343E-001+/-     0.035623%
 18     0.1105384511E+000+/-     0.035114%    +i  -0.6971015046E-001+/-     0.035114%
 19     0.1115877562E+000+/-     0.035377%    +i  -0.6422415919E-001+/-     0.035377%
 20     0.1240710557E+000+/-     0.033922%    +i  -0.6492044709E-001+/-     0.033923%
 21     0.1254258536E+000+/-     0.034080%    +i  -0.5930624910E-001+/-     0.034080%
 22     0.1272539982E+000+/-     0.034139%    +i  -0.5404933620E-001+/-     0.034140%
 23     0.1273583599E+000+/-     0.034401%    +i  -0.4816473399E-001+/-     0.034402%
 24     0.1241505027E+000+/-     0.035093%    +i  -0.4131296194E-001+/-     0.035096%
 25     0.1365425848E+000+/-     0.033671%    +i  -0.3943496472E-001+/-     0.033676%
 26     0.1416180475E+000+/-     0.033241%    +i  -0.3479115773E-001+/-     0.033248%
 27     0.1253722500E+000+/-     0.035488%    +i  -0.2551621720E-001+/-     0.035502%
 28     0.1355201003E+000+/-     0.034259%    +i  -0.2196167568E-001+/-     0.034283%
 29     0.1385264708E+000+/-     0.033981%    +i  -0.1681786672E-001+/-     0.034029%
 30     0.1390958177E+000+/-     0.033981%    +i  -0.1116585743E-001+/-     0.034104%
 31     0.1424866650E+000+/-     0.033614%    +i  -0.5795155823E-002+/-     0.034137%
 32     0.1646797319E+000+/-     0.031280%    +i  -0.4926142195E-010+/-     0.000000%
 33     0.1424866650E+000+/-     0.033614%    +i   0.5795155738E-002+/-     0.034137%
 34     0.1390958177E+000+/-     0.033981%    +i   0.1116585734E-001+/-     0.034104%
 35     0.1385264708E+000+/-     0.033981%    +i   0.1681786663E-001+/-     0.034029%
 36     0.1355201003E+000+/-     0.034259%    +i   0.2196167560E-001+/-     0.034283%
 37     0.1253722500E+000+/-     0.035488%    +i   0.2551621713E-001+/-     0.035502%
 38     0.1416180475E+000+/-     0.033241%    +i   0.3479115764E-001+/-     0.033248%
 39     0.1365425848E+000+/-     0.033671%    +i   0.3943496464E-001+/-     0.033676%
 40     0.1241505027E+000+/-     0.035093%    +i   0.4131296186E-001+/-     0.035096%
 41     0.1273583599E+000+/-     0.034401%    +i   0.4816473392E-001+/-     0.034402%
 42     0.1272539982E+000+/-     0.034139%    +i   0.5404933612E-001+/-     0.034140%
 43     0.1254258537E+000+/-     0.034080%    +i   0.5930624902E-001+/-     0.034080%
 44     0.1240710557E+000+/-     0.033922%    +i   0.6492044701E-001+/-     0.033923%
 45     0.1115877562E+000+/-     0.035377%    +i   0.6422415913E-001+/-     0.035377%
 46     0.1105384512E+000+/-     0.035114%    +i   0.6971015040E-001+/-     0.035114%
 47     0.1045959641E+000+/-     0.035623%    +i   0.7199311336E-001+/-     0.035623%
 48     0.1098592328E+000+/-     0.034259%    +i   0.8233862929E-001+/-     0.034259%
 49     0.1040689305E+000+/-     0.034648%    +i   0.8477648922E-001+/-     0.034648%
 50     0.9948819589E-001+/-     0.034836%    +i   0.8793317259E-001+/-     0.034836%
 51     0.9842298699E-001+/-     0.034380%    +i   0.9432392623E-001+/-     0.034380%
 52     0.9932833914E-001+/-     0.033539%    +i   0.1032234481E+000+/-     0.033539%
 53     0.9151284463E-001+/-     0.034179%    +i   0.1032051097E+000+/-     0.034179%
 54     0.9313766772E-001+/-     0.033095%    +i   0.1138830417E+000+/-     0.033095%
 55     0.8717350968E-001+/-     0.033334%    +i   0.1158993017E+000+/-     0.033333%
 56     0.8392725566E-001+/-     0.033024%    +i   0.1216140497E+000+/-     0.033023%
 57     0.7836285699E-001+/-     0.033151%    +i   0.1239386299E+000+/-     0.033150%
 58     0.7268859640E-001+/-     0.033280%    +i   0.1260483084E+000+/-     0.033278%
 59     0.6855900397E-001+/-     0.033008%    +i   0.1310743293E+000+/-     0.033005%
 60     0.6402273526E-001+/-     0.032814%    +i   0.1353113388E+000+/-     0.032809%
 61     0.6278426435E-001+/-     0.031645%    +i   0.1482227853E+000+/-     0.031638%
 62     0.5638914492E-001+/-     0.031728%    +i   0.1499100933E+000+/-     0.031718%
 63     0.5158805322E-001+/-     0.031311%    +i   0.1562164105E+000+/-     0.031296%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -551770714
   2500000000.00000        58720379.0000000     
 (25600.0000000000,0.000000000000000E+000)
 (49656460.0000000,1.856319064392258E-002)
 (30272.8326264095,-1.131696386282066E-005)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.4513347978E-001+/-     0.040422%    +i  -0.1511618198E+000+/-     0.040422%
  1     0.5257201669E-001+/-     0.027727%    +i  -0.1593517531E+000+/-     0.027714%
  2     0.5713878713E-001+/-     0.028181%    +i  -0.1520035844E+000+/-     0.028172%
  3     0.6304784058E-001+/-     0.028234%    +i  -0.1489509788E+000+/-     0.028228%
  4     0.6454874628E-001+/-     0.029227%    +i  -0.1364194792E+000+/-     0.029223%
  5     0.6822536634E-001+/-     0.029594%    +i  -0.1304154763E+000+/-     0.029591%
  6     0.7479773639E-001+/-     0.029337%    +i  -0.1297452650E+000+/-     0.029336%
  7     0.8134708221E-001+/-     0.029100%    +i  -0.1286501368E+000+/-     0.029099%
  8     0.8176602591E-001+/-     0.029921%    +i  -0.1184892138E+000+/-     0.029921%
  9     0.8576431247E-001+/-     0.030056%    +i  -0.1140200393E+000+/-     0.030056%
 10     0.9104180280E-001+/-     0.029934%    +i  -0.1113550034E+000+/-     0.029934%
 11     0.9320377372E-001+/-     0.030289%    +i  -0.1051139812E+000+/-     0.030289%
 12     0.9982350972E-001+/-     0.029921%    +i  -0.1037356668E+000+/-     0.029921%
 13     0.9659404958E-001+/-     0.031038%    +i  -0.9256058857E-001+/-     0.031038%
 14     0.1010088304E+000+/-     0.030919%    +i  -0.8928646658E-001+/-     0.030919%
 15     0.1030245258E+000+/-     0.031143%    +i  -0.8392435504E-001+/-     0.031143%
 16     0.1110750143E+000+/-     0.030471%    +i  -0.8324952314E-001+/-     0.030471%
 17     0.1069099900E+000+/-     0.031512%    +i  -0.7358742655E-001+/-     0.031512%
 18     0.1127280159E+000+/-     0.031098%    +i  -0.7108194544E-001+/-     0.031098%
 19     0.1146055767E+000+/-     0.031219%    +i  -0.6596989407E-001+/-     0.031219%
 20     0.1232234048E+000+/-     0.030443%    +i  -0.6446450701E-001+/-     0.030443%
 21     0.1221048435E+000+/-     0.030890%    +i  -0.5774714780E-001+/-     0.030890%
 22     0.1233695870E+000+/-     0.031008%    +i  -0.5240933546E-001+/-     0.031009%
 23     0.1259728314E+000+/-     0.030934%    +i  -0.4765236517E-001+/-     0.030936%
 24     0.1226512468E+000+/-     0.031575%    +i  -0.4083716799E-001+/-     0.031578%
 25     0.1384319038E+000+/-     0.029907%    +i  -0.3999047991E-001+/-     0.029911%
 26     0.1403039249E+000+/-     0.029867%    +i  -0.3448074097E-001+/-     0.029874%
 27     0.1279348643E+000+/-     0.031419%    +i  -0.2604462750E-001+/-     0.031431%
 28     0.1377822249E+000+/-     0.030387%    +i  -0.2233324230E-001+/-     0.030408%
 29     0.1375393137E+000+/-     0.030499%    +i  -0.1669692197E-001+/-     0.030542%
 30     0.1447834954E+000+/-     0.029787%    +i  -0.1163964518E-001+/-     0.029895%
 31     0.1401082675E+000+/-     0.030317%    +i  -0.5691889987E-002+/-     0.030790%
 32     0.1611025378E+000+/-     0.028284%    +i  -0.6022533871E-010+/-     0.000000%
 33     0.1401082675E+000+/-     0.030317%    +i   0.5691889882E-002+/-     0.030790%
 34     0.1447834954E+000+/-     0.029787%    +i   0.1163964507E-001+/-     0.029895%
 35     0.1375393137E+000+/-     0.030499%    +i   0.1669692187E-001+/-     0.030542%
 36     0.1377822250E+000+/-     0.030387%    +i   0.2233324220E-001+/-     0.030408%
 37     0.1279348643E+000+/-     0.031419%    +i   0.2604462740E-001+/-     0.031431%
 38     0.1403039249E+000+/-     0.029867%    +i   0.3448074086E-001+/-     0.029874%
 39     0.1384319038E+000+/-     0.029907%    +i   0.3999047981E-001+/-     0.029911%
