 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -265386710
 54     0.5061217262E-002+/-     0.443382%    +i   0.1699602587E+000+/-     0.014666%
 55     0.5147839010E-002+/-     0.478201%    +i   0.1672201919E+000+/-     0.014163%
 56    -0.1622844347E-001+/-     0.149209%    +i   0.1670265756E+000+/-     0.013978%
 57    -0.2509858135E-001+/-     0.100220%    +i   0.1615496696E+000+/-     0.013998%
 58    -0.3380666793E-001+/-     0.074120%    +i   0.1540199911E+000+/-     0.013967%
 59    -0.4511070274E-001+/-     0.057335%    +i   0.1580373112E+000+/-     0.013302%
 60    -0.5436020670E-001+/-     0.046705%    +i   0.1511247937E+000+/-     0.013014%
 61    -0.6143309768E-001+/-     0.043603%    +i   0.1416064200E+000+/-     0.013123%
 62    -0.8931866720E-001+/-     0.031694%    +i   0.1463994317E+000+/-     0.012884%
 63    -0.8669485724E-001+/-     0.033329%    +i   0.1404678407E+000+/-     0.012486%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -265386710
   14500000000.0000        384369143.000000     
 (25600.0000000000,0.000000000000000E+000)
 (332669364.000000,6.592157308630665E-003)
 (29578.4677689768,-5.861252450086049E-007)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9525363609E-001+/-     0.030094%    +i  -0.7213726667E-001+/-     0.023733%
  1    -0.8711578887E-001+/-     0.032693%    +i  -0.1381981684E+000+/-     0.012368%
  2    -0.9072340230E-001+/-     0.030831%    +i  -0.1436609813E+000+/-     0.012854%
  3    -0.6149468824E-001+/-     0.042779%    +i  -0.1388614448E+000+/-     0.013015%
  4    -0.5556141452E-001+/-     0.044873%    +i  -0.1480445380E+000+/-     0.012917%
  5    -0.4571162756E-001+/-     0.055912%    +i  -0.1560278374E+000+/-     0.013187%
  6    -0.3502220558E-001+/-     0.070694%    +i  -0.1514147224E+000+/-     0.013933%
  7    -0.2503464408E-001+/-     0.099342%    +i  -0.1589421149E+000+/-     0.013905%
  8    -0.1994259934E-001+/-     0.120143%    +i  -0.1673488495E+000+/-     0.013811%
  9     0.6645336512E-002+/-     0.368694%    +i  -0.1649067593E+000+/-     0.014015%
 10     0.3700593689E-002+/-     0.596409%    +i  -0.1683398980E+000+/-     0.014512%
 11     0.2516578773E-001+/-     0.090116%    +i  -0.1655616237E+000+/-     0.014908%
 12     0.2675280433E-001+/-     0.080658%    +i  -0.1653199785E+000+/-     0.015307%
 13     0.4922296787E-001+/-     0.044993%    +i  -0.1493971835E+000+/-     0.016138%
 14     0.4432346845E-001+/-     0.044566%    +i  -0.1630804266E+000+/-     0.016043%
 15     0.7001482287E-001+/-     0.029390%    +i  -0.1356746256E+000+/-     0.017755%
 16     0.7982870559E-001+/-     0.026088%    +i  -0.1536851634E+000+/-     0.017214%
 17     0.8387800873E-001+/-     0.023613%    +i  -0.1468715105E+000+/-     0.017925%
 18     0.1025115050E+000+/-     0.020546%    +i  -0.1214598811E+000+/-     0.020338%
 19     0.1040393091E+000+/-     0.019004%    +i  -0.1371111205E+000+/-     0.019681%
 20     0.1221851462E+000+/-     0.017720%    +i  -0.1227653144E+000+/-     0.021452%
 21     0.1184892687E+000+/-     0.016923%    +i  -0.1210827152E+000+/-     0.021519%
 22     0.1352560638E+000+/-     0.015568%    +i  -0.1080928810E+000+/-     0.023730%
 23     0.1320750963E+000+/-     0.014947%    +i  -0.1096981133E+000+/-     0.024229%
 24     0.1438023800E+000+/-     0.014840%    +i  -0.7383123970E-001+/-     0.032822%
 25     0.1492465797E+000+/-     0.014118%    +i  -0.7919307932E-001+/-     0.031627%
 26     0.1512381862E+000+/-     0.014077%    +i  -0.6568278703E-001+/-     0.037707%
 27     0.1623543655E+000+/-     0.013663%    +i  -0.5614535644E-001+/-     0.043708%
 28     0.1549399112E+000+/-     0.013594%    +i  -0.4378309668E-001+/-     0.052623%
 29     0.1570710134E+000+/-     0.013523%    +i  -0.3614968002E-001+/-     0.063198%
 30     0.1644206970E+000+/-     0.013427%    +i  -0.1189883310E-001+/-     0.200145%
 31     0.1716232995E+000+/-     0.013206%    +i  -0.1172100939E-001+/-     0.202129%
 32     0.1806183744E+000+/-     0.012799%    +i  -0.3579123495E-011+/-     0.000000%
 33     0.1716232995E+000+/-     0.013206%    +i   0.1172100938E-001+/-     0.202129%
 34     0.1644206970E+000+/-     0.013427%    +i   0.1189883309E-001+/-     0.200145%
 35     0.1570710134E+000+/-     0.013523%    +i   0.3614968001E-001+/-     0.063198%
 36     0.1549399112E+000+/-     0.013594%    +i   0.4378309668E-001+/-     0.052623%
 37     0.1623543655E+000+/-     0.013663%    +i   0.5614535643E-001+/-     0.043708%
 38     0.1512381862E+000+/-     0.014077%    +i   0.6568278702E-001+/-     0.037707%
 39     0.1492465797E+000+/-     0.014118%    +i   0.7919307932E-001+/-     0.031627%
 40     0.1438023800E+000+/-     0.014840%    +i   0.7383123969E-001+/-     0.032822%
 41     0.1320750963E+000+/-     0.014947%    +i   0.1096981133E+000+/-     0.024229%
 42     0.1352560638E+000+/-     0.015568%    +i   0.1080928809E+000+/-     0.023730%
 43     0.1184892687E+000+/-     0.016923%    +i   0.1210827152E+000+/-     0.021519%
 44     0.1221851463E+000+/-     0.017720%    +i   0.1227653144E+000+/-     0.021452%
 45     0.1040393091E+000+/-     0.019004%    +i   0.1371111205E+000+/-     0.019681%
 46     0.1025115050E+000+/-     0.020546%    +i   0.1214598811E+000+/-     0.020338%
 47     0.8387800874E-001+/-     0.023613%    +i   0.1468715105E+000+/-     0.017925%
 48     0.7982870560E-001+/-     0.026088%    +i   0.1536851634E+000+/-     0.017214%
 49     0.7001482288E-001+/-     0.029390%    +i   0.1356746256E+000+/-     0.017755%
 50     0.4432346846E-001+/-     0.044566%    +i   0.1630804266E+000+/-     0.016043%
 51     0.4922296788E-001+/-     0.044993%    +i   0.1493971835E+000+/-     0.016138%
 52     0.2675280434E-001+/-     0.080658%    +i   0.1653199785E+000+/-     0.015307%
 53     0.2516578774E-001+/-     0.090116%    +i   0.1655616237E+000+/-     0.014908%
 54     0.3700593695E-002+/-     0.596409%    +i   0.1683398980E+000+/-     0.014512%
 55     0.6645336519E-002+/-     0.368694%    +i   0.1649067593E+000+/-     0.014015%
 56    -0.1994259933E-001+/-     0.120143%    +i   0.1673488495E+000+/-     0.013811%
 57    -0.2503464408E-001+/-     0.099342%    +i   0.1589421149E+000+/-     0.013905%
 58    -0.3502220558E-001+/-     0.070694%    +i   0.1514147224E+000+/-     0.013933%
 59    -0.4571162755E-001+/-     0.055912%    +i   0.1560278374E+000+/-     0.013187%
 60    -0.5556141451E-001+/-     0.044873%    +i   0.1480445380E+000+/-     0.012917%
 61    -0.6149468823E-001+/-     0.042779%    +i   0.1388614448E+000+/-     0.013015%
 62    -0.9072340230E-001+/-     0.030831%    +i   0.1436609813E+000+/-     0.012854%
 63    -0.8711578887E-001+/-     0.032693%    +i   0.1381981684E+000+/-     0.012368%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -265386710
   15000000000.0000        400129917.000000     
 (25600.0000000000,0.000000000000000E+000)
 (347139651.000000,-1.089847213612828E-003)
 (29507.7956254556,9.263991811255130E-008)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9431006772E-001+/-     0.029781%    +i  -0.7065575401E-001+/-     0.023547%
  1    -0.8774043460E-001+/-     0.032082%    +i  -0.1363425911E+000+/-     0.012249%
  2    -0.9173084841E-001+/-     0.030091%    +i  -0.1413122843E+000+/-     0.012785%
  3    -0.6181263079E-001+/-     0.041859%    +i  -0.1360489853E+000+/-     0.012953%
  4    -0.5694762827E-001+/-     0.043310%    +i  -0.1464016048E+000+/-     0.012797%
  5    -0.4501013030E-001+/-     0.056446%    +i  -0.1550414245E+000+/-     0.013060%
  6    -0.3787994675E-001+/-     0.064642%    +i  -0.1506568086E+000+/-     0.013776%
  7    -0.2599807597E-001+/-     0.094636%    +i  -0.1576206905E+000+/-     0.013773%
  8    -0.2224763136E-001+/-     0.106280%    +i  -0.1664604457E+000+/-     0.013682%
  9     0.7269743366E-002+/-     0.334201%    +i  -0.1626713972E+000+/-     0.013877%
 10     0.2980779489E-002+/-     0.734653%    +i  -0.1678738358E+000+/-     0.014329%
 11     0.2432015207E-001+/-     0.092445%    +i  -0.1647720299E+000+/-     0.014746%
 12     0.2601354137E-001+/-     0.082217%    +i  -0.1641247145E+000+/-     0.015167%
 13     0.4806345152E-001+/-     0.045913%    +i  -0.1485633985E+000+/-     0.015972%
 14     0.4072051482E-001+/-     0.047624%    +i  -0.1654493549E+000+/-     0.015769%
 15     0.7157818656E-001+/-     0.028832%    +i  -0.1331013859E+000+/-     0.017778%
 16     0.7931160355E-001+/-     0.026004%    +i  -0.1535480960E+000+/-     0.017013%
 17     0.8159499065E-001+/-     0.023752%    +i  -0.1476994846E+000+/-     0.017658%
 18     0.1025336030E+000+/-     0.020399%    +i  -0.1189102941E+000+/-     0.020357%
 19     0.1017475993E+000+/-     0.018965%    +i  -0.1381052620E+000+/-     0.019417%
 20     0.1197848091E+000+/-     0.017751%    +i  -0.1215897086E+000+/-     0.021283%
 21     0.1175772895E+000+/-     0.016856%    +i  -0.1202004079E+000+/-     0.021361%
 22     0.1344235225E+000+/-     0.015428%    +i  -0.1073995910E+000+/-     0.023554%
 23     0.1308264613E+000+/-     0.014780%    +i  -0.1114807164E+000+/-     0.023736%
 24     0.1423674452E+000+/-     0.014784%    +i  -0.7332991036E-001+/-     0.032746%
 25     0.1476174354E+000+/-     0.014000%    +i  -0.7860334432E-001+/-     0.031508%
 26     0.1497852155E+000+/-     0.013980%    +i  -0.6504529418E-001+/-     0.037630%
 27     0.1593720268E+000+/-     0.013599%    +i  -0.5817174412E-001+/-     0.041774%
 28     0.1525952211E+000+/-     0.013472%    +i  -0.4378655835E-001+/-     0.051784%
 29     0.1541410143E+000+/-     0.013429%    +i  -0.3598751024E-001+/-     0.062444%
 30     0.1630546203E+000+/-     0.013305%    +i  -0.1010841244E-001+/-     0.234084%
 31     0.1713153072E+000+/-     0.013055%    +i  -0.1120141035E-001+/-     0.210587%
 32     0.1785745295E+000+/-     0.012663%    +i   0.5606359079E-012+/-     0.000000%
 33     0.1713153072E+000+/-     0.013055%    +i   0.1120141035E-001+/-     0.210587%
 34     0.1630546203E+000+/-     0.013305%    +i   0.1010841244E-001+/-     0.234084%
 35     0.1541410143E+000+/-     0.013429%    +i   0.3598751025E-001+/-     0.062444%
 36     0.1525952211E+000+/-     0.013472%    +i   0.4378655835E-001+/-     0.051784%
 37     0.1593720268E+000+/-     0.013599%    +i   0.5817174412E-001+/-     0.041774%
 38     0.1497852155E+000+/-     0.013980%    +i   0.6504529418E-001+/-     0.037630%
 39     0.1476174354E+000+/-     0.014000%    +i   0.7860334433E-001+/-     0.031508%
 40     0.1423674452E+000+/-     0.014784%    +i   0.7332991036E-001+/-     0.032746%
 41     0.1308264613E+000+/-     0.014780%    +i   0.1114807164E+000+/-     0.023736%
 42     0.1344235225E+000+/-     0.015428%    +i   0.1073995910E+000+/-     0.023554%
 43     0.1175772895E+000+/-     0.016856%    +i   0.1202004079E+000+/-     0.021361%
 44     0.1197848091E+000+/-     0.017751%    +i   0.1215897086E+000+/-     0.021283%
 45     0.1017475993E+000+/-     0.018965%    +i   0.1381052620E+000+/-     0.019417%
 46     0.1025336030E+000+/-     0.020399%    +i   0.1189102941E+000+/-     0.020357%
 47     0.8159499065E-001+/-     0.023752%    +i   0.1476994846E+000+/-     0.017658%
 48     0.7931160355E-001+/-     0.026004%    +i   0.1535480960E+000+/-     0.017013%
 49     0.7157818656E-001+/-     0.028832%    +i   0.1331013859E+000+/-     0.017778%
 50     0.4072051482E-001+/-     0.047624%    +i   0.1654493549E+000+/-     0.015769%
 51     0.4806345152E-001+/-     0.045913%    +i   0.1485633985E+000+/-     0.015972%
 52     0.2601354137E-001+/-     0.082217%    +i   0.1641247145E+000+/-     0.015167%
 53     0.2432015207E-001+/-     0.092445%    +i   0.1647720299E+000+/-     0.014746%
 54     0.2980779488E-002+/-     0.734653%    +i   0.1678738358E+000+/-     0.014329%
 55     0.7269743365E-002+/-     0.334201%    +i   0.1626713972E+000+/-     0.013877%
 56    -0.2224763136E-001+/-     0.106280%    +i   0.1664604457E+000+/-     0.013682%
 57    -0.2599807597E-001+/-     0.094636%    +i   0.1576206905E+000+/-     0.013773%
 58    -0.3787994675E-001+/-     0.064642%    +i   0.1506568086E+000+/-     0.013776%
 59    -0.4501013030E-001+/-     0.056446%    +i   0.1550414245E+000+/-     0.013060%
 60    -0.5694762827E-001+/-     0.043310%    +i   0.1464016048E+000+/-     0.012797%
 61    -0.6181263079E-001+/-     0.041859%    +i   0.1360489853E+000+/-     0.012953%
 62    -0.9173084842E-001+/-     0.030091%    +i   0.1413122843E+000+/-     0.012785%
 63    -0.8774043460E-001+/-     0.032082%    +i   0.1363425911E+000+/-     0.012249%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -265386710
   15000000000.0000        399042174.000000     
 (25600.0000000000,0.000000000000000E+000)
 (345808941.000000,7.003230375336680E-003)
 (29540.8199246069,-5.982528005496475E-007)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9580962123E-001+/-     0.029558%    +i  -0.7146705473E-001+/-     0.023475%
  1    -0.9091549695E-001+/-     0.031234%    +i  -0.1383232366E+000+/-     0.012169%
  2    -0.9271871878E-001+/-     0.029921%    +i  -0.1432091975E+000+/-     0.012662%
  3    -0.6422559417E-001+/-     0.040656%    +i  -0.1387665020E+000+/-     0.012835%
  4    -0.5671445738E-001+/-     0.043715%    +i  -0.1476505558E+000+/-     0.012751%
  5    -0.4801276919E-001+/-     0.052995%    +i  -0.1566300958E+000+/-     0.012984%
  6    -0.3776692562E-001+/-     0.065057%    +i  -0.1521881104E+000+/-     0.013713%
  7    -0.2610431619E-001+/-     0.094362%    +i  -0.1589220374E+000+/-     0.013708%
  8    -0.2226345509E-001+/-     0.106812%    +i  -0.1684608967E+000+/-     0.013598%
  9     0.4417696343E-002+/-     0.545213%    +i  -0.1645951663E+000+/-     0.013853%
 10     0.3236205893E-002+/-     0.679796%    +i  -0.1689144518E+000+/-     0.014296%
 11     0.2373294221E-001+/-     0.094895%    +i  -0.1670466546E+000+/-     0.014666%
 12     0.2702485395E-001+/-     0.079847%    +i  -0.1665487659E+000+/-     0.015062%
 13     0.4778558765E-001+/-     0.045670%    +i  -0.1502053448E+000+/-     0.015913%
 14     0.4472245919E-001+/-     0.043965%    +i  -0.1624052050E+000+/-     0.015860%
 15     0.6829502666E-001+/-     0.029697%    +i  -0.1378278271E+000+/-     0.017437%
 16     0.7853776795E-001+/-     0.026147%    +i  -0.1551984088E+000+/-     0.016927%
 17     0.8413413575E-001+/-     0.023395%    +i  -0.1465529161E+000+/-     0.017727%
 18     0.1019286536E+000+/-     0.020377%    +i  -0.1216244881E+000+/-     0.020081%
 19     0.1038068101E+000+/-     0.018850%    +i  -0.1379916115E+000+/-     0.019373%
 20     0.1214743880E+000+/-     0.017533%    +i  -0.1241784424E+000+/-     0.021056%
 21     0.1183182061E+000+/-     0.016725%    +i  -0.1227579807E+000+/-     0.021126%
 22     0.1346380539E+000+/-     0.015394%    +i  -0.1087846546E+000+/-     0.023369%
 23     0.1320411564E+000+/-     0.014777%    +i  -0.1101426180E+000+/-     0.023882%
 24     0.1427505426E+000+/-     0.014672%    +i  -0.7430085644E-001+/-     0.032236%
 25     0.1501491307E+000+/-     0.013897%    +i  -0.8067458355E-001+/-     0.030965%
 26     0.1513411803E+000+/-     0.013858%    +i  -0.6778251835E-001+/-     0.036384%
 27     0.1634756937E+000+/-     0.013436%    +i  -0.5653455948E-001+/-     0.043219%
 28     0.1542903594E+000+/-     0.013438%    +i  -0.4336221330E-001+/-     0.052508%
 29     0.1580824025E+000+/-     0.013311%    +i  -0.3648329363E-001+/-     0.062465%
 30     0.1654090852E+000+/-     0.013207%    +i  -0.1242431416E-001+/-     0.190667%
 31     0.1721244305E+000+/-     0.013001%    +i  -0.1177746179E-001+/-     0.199865%
 32     0.1809166446E+000+/-     0.012610%    +i  -0.3663875599E-011+/-     0.000000%
 33     0.1721244305E+000+/-     0.013001%    +i   0.1177746178E-001+/-     0.199865%
 34     0.1654090852E+000+/-     0.013207%    +i   0.1242431415E-001+/-     0.190667%
 35     0.1580824025E+000+/-     0.013311%    +i   0.3648329363E-001+/-     0.062465%
 36     0.1542903594E+000+/-     0.013438%    +i   0.4336221329E-001+/-     0.052508%
 37     0.1634756937E+000+/-     0.013436%    +i   0.5653455948E-001+/-     0.043219%
 38     0.1513411803E+000+/-     0.013858%    +i   0.6778251835E-001+/-     0.036384%
 39     0.1501491307E+000+/-     0.013897%    +i   0.8067458354E-001+/-     0.030965%
 40     0.1427505426E+000+/-     0.014672%    +i   0.7430085643E-001+/-     0.032236%
 41     0.1320411564E+000+/-     0.014777%    +i   0.1101426180E+000+/-     0.023882%
 42     0.1346380539E+000+/-     0.015394%    +i   0.1087846546E+000+/-     0.023369%
 43     0.1183182061E+000+/-     0.016725%    +i   0.1227579807E+000+/-     0.021126%
 44     0.1214743880E+000+/-     0.017533%    +i   0.1241784424E+000+/-     0.021056%
 45     0.1038068101E+000+/-     0.018850%    +i   0.1379916115E+000+/-     0.019373%
 46     0.1019286536E+000+/-     0.020377%    +i   0.1216244881E+000+/-     0.020081%
 47     0.8413413576E-001+/-     0.023395%    +i   0.1465529161E+000+/-     0.017727%
 48     0.7853776796E-001+/-     0.026147%    +i   0.1551984088E+000+/-     0.016927%
 49     0.6829502666E-001+/-     0.029697%    +i   0.1378278271E+000+/-     0.017437%
 50     0.4472245920E-001+/-     0.043965%    +i   0.1624052050E+000+/-     0.015860%
 51     0.4778558766E-001+/-     0.045670%    +i   0.1502053448E+000+/-     0.015913%
 52     0.2702485395E-001+/-     0.079847%    +i   0.1665487659E+000+/-     0.015062%
 53     0.2373294222E-001+/-     0.094895%    +i   0.1670466546E+000+/-     0.014666%
 54     0.3236205900E-002+/-     0.679796%    +i   0.1689144518E+000+/-     0.014296%
 55     0.4417696349E-002+/-     0.545213%    +i   0.1645951663E+000+/-     0.013853%
 56    -0.2226345508E-001+/-     0.106812%    +i   0.1684608967E+000+/-     0.013598%
 57    -0.2610431619E-001+/-     0.094362%    +i   0.1589220374E+000+/-     0.013708%
 58    -0.3776692561E-001+/-     0.065057%    +i   0.1521881104E+000+/-     0.013713%
 59    -0.4801276918E-001+/-     0.052995%    +i   0.1566300958E+000+/-     0.012984%
 60    -0.5671445738E-001+/-     0.043715%    +i   0.1476505558E+000+/-     0.012751%
 61    -0.6422559416E-001+/-     0.040656%    +i   0.1387665020E+000+/-     0.012835%
 62    -0.9271871878E-001+/-     0.029921%    +i   0.1432091975E+000+/-     0.012662%
 63    -0.9091549694E-001+/-     0.031234%    +i   0.1383232366E+000+/-     0.012169%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -265386710
   15500000000.0000        413687047.000000     
 (25600.0000000000,0.000000000000000E+000)
 (358918017.000000,8.229881446388436E-003)
 (29506.4273778154,-6.765734449766851E-007)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9642833399E-001+/-     0.029035%    +i  -0.7090051140E-001+/-     0.023219%
  1    -0.9352608321E-001+/-     0.030269%    +i  -0.1385535661E+000+/-     0.011975%
  2    -0.9474325020E-001+/-     0.029113%    +i  -0.1432373878E+000+/-     0.012460%
  3    -0.6528457686E-001+/-     0.039979%    +i  -0.1395391016E+000+/-     0.012622%
  4    -0.5844371847E-001+/-     0.042325%    +i  -0.1480071250E+000+/-     0.012568%
  5    -0.5028134594E-001+/-     0.050274%    +i  -0.1570196166E+000+/-     0.012795%
  6    -0.3996613974E-001+/-     0.060922%    +i  -0.1525858160E+000+/-     0.013511%
  7    -0.2720042628E-001+/-     0.089890%    +i  -0.1593706390E+000+/-     0.013504%
  8    -0.2230818634E-001+/-     0.106206%    +i  -0.1688635898E+000+/-     0.013398%
  9     0.2439633008E-002+/-     0.978577%    +i  -0.1658315333E+000+/-     0.013649%
 10     0.2062067434E-002+/-     1.061557%    +i  -0.1700034212E+000+/-     0.014075%
 11     0.2253927802E-001+/-     0.099242%    +i  -0.1683990411E+000+/-     0.014434%
 12     0.2608200803E-001+/-     0.081965%    +i  -0.1673578293E+000+/-     0.014840%
 13     0.4686497505E-001+/-     0.045907%    +i  -0.1502237625E+000+/-     0.015719%
 14     0.4365559060E-001+/-     0.044527%    +i  -0.1631004279E+000+/-     0.015632%
 15     0.6776372467E-001+/-     0.029694%    +i  -0.1393961894E+000+/-     0.017157%
 16     0.7831655234E-001+/-     0.026002%    +i  -0.1559336612E+000+/-     0.016688%
 17     0.8321437017E-001+/-     0.023287%    +i  -0.1457936608E+000+/-     0.017538%
 18     0.1017782917E+000+/-     0.020185%    +i  -0.1221251067E+000+/-     0.019815%
 19     0.1038727080E+000+/-     0.018677%    +i  -0.1382717847E+000+/-     0.019117%
 20     0.1206641493E+000+/-     0.017362%    +i  -0.1235530994E+000+/-     0.020838%
 21     0.1177840748E+000+/-     0.016545%    +i  -0.1240731973E+000+/-     0.020756%
 22     0.1346814413E+000+/-     0.015213%    +i  -0.1089094622E+000+/-     0.023115%
 23     0.1329015918E+000+/-     0.014584%    +i  -0.1109625675E+000+/-     0.023540%
 24     0.1422309800E+000+/-     0.014493%    +i  -0.7498406997E-001+/-     0.031647%
 25     0.1502109365E+000+/-     0.013698%    +i  -0.8250847152E-001+/-     0.030140%
 26     0.1504709611E+000+/-     0.013669%    +i  -0.7011128987E-001+/-     0.034925%
 27     0.1631529386E+000+/-     0.013273%    +i  -0.5529777526E-001+/-     0.043573%
 28     0.1546401264E+000+/-     0.013252%    +i  -0.4384518790E-001+/-     0.051640%
 29     0.1581915340E+000+/-     0.013128%    +i  -0.3703453152E-001+/-     0.061124%
 30     0.1673468778E+000+/-     0.012969%    +i  -0.1260908739E-001+/-     0.187501%
 31     0.1729628040E+000+/-     0.012793%    +i  -0.1229729326E-001+/-     0.190445%
 32     0.1815586857E+000+/-     0.012419%    +i  -0.4163085687E-011+/-     0.000000%
 33     0.1729628040E+000+/-     0.012793%    +i   0.1229729325E-001+/-     0.190445%
 34     0.1673468778E+000+/-     0.012969%    +i   0.1260908739E-001+/-     0.187501%
 35     0.1581915340E+000+/-     0.013128%    +i   0.3703453151E-001+/-     0.061124%
 36     0.1546401264E+000+/-     0.013252%    +i   0.4384518789E-001+/-     0.051640%
 37     0.1631529386E+000+/-     0.013273%    +i   0.5529777525E-001+/-     0.043573%
 38     0.1504709611E+000+/-     0.013669%    +i   0.7011128987E-001+/-     0.034925%
 39     0.1502109365E+000+/-     0.013698%    +i   0.8250847151E-001+/-     0.030140%
 40     0.1422309800E+000+/-     0.014493%    +i   0.7498406997E-001+/-     0.031647%
 41     0.1329015918E+000+/-     0.014584%    +i   0.1109625675E+000+/-     0.023540%
 42     0.1346814413E+000+/-     0.015213%    +i   0.1089094622E+000+/-     0.023115%
 43     0.1177840748E+000+/-     0.016545%    +i   0.1240731973E+000+/-     0.020756%
 44     0.1206641493E+000+/-     0.017362%    +i   0.1235530994E+000+/-     0.020838%
 45     0.1038727080E+000+/-     0.018677%    +i   0.1382717847E+000+/-     0.019117%
 46     0.1017782917E+000+/-     0.020185%    +i   0.1221251067E+000+/-     0.019815%
 47     0.8321437017E-001+/-     0.023287%    +i   0.1457936608E+000+/-     0.017538%
 48     0.7831655235E-001+/-     0.026002%    +i   0.1559336612E+000+/-     0.016688%
 49     0.6776372467E-001+/-     0.029694%    +i   0.1393961894E+000+/-     0.017157%
 50     0.4365559061E-001+/-     0.044527%    +i   0.1631004279E+000+/-     0.015632%
 51     0.4686497506E-001+/-     0.045907%    +i   0.1502237625E+000+/-     0.015719%
 52     0.2608200804E-001+/-     0.081965%    +i   0.1673578293E+000+/-     0.014840%
 53     0.2253927802E-001+/-     0.099242%    +i   0.1683990411E+000+/-     0.014434%
 54     0.2062067441E-002+/-     1.061557%    +i   0.1700034212E+000+/-     0.014075%
 55     0.2439633015E-002+/-     0.978577%    +i   0.1658315333E+000+/-     0.013649%
 56    -0.2230818633E-001+/-     0.106206%    +i   0.1688635898E+000+/-     0.013398%
 57    -0.2720042627E-001+/-     0.089890%    +i   0.1593706391E+000+/-     0.013504%
 58    -0.3996613973E-001+/-     0.060922%    +i   0.1525858160E+000+/-     0.013511%
 59    -0.5028134593E-001+/-     0.050274%    +i   0.1570196166E+000+/-     0.012795%
 60    -0.5844371847E-001+/-     0.042325%    +i   0.1480071250E+000+/-     0.012568%
 61    -0.6528457685E-001+/-     0.039979%    +i   0.1395391016E+000+/-     0.012622%
 62    -0.9474325019E-001+/-     0.029113%    +i   0.1432373878E+000+/-     0.012460%
 63    -0.9352608320E-001+/-     0.030269%    +i   0.1385535662E+000+/-     0.011975%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -265386710
   16000000000.0000        428287619.000000     
 (25600.0000000000,0.000000000000000E+000)
 (371981738.000000,1.027319929893199E-002)
 (29475.0035454697,-8.140254072347441E-007)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.9738485225E-001+/-     0.028493%    +i  -0.7056599197E-001+/-     0.022946%
  1    -0.9504126519E-001+/-     0.029521%    +i  -0.1379355477E+000+/-     0.011819%
  2    -0.9624640375E-001+/-     0.028549%    +i  -0.1436233080E+000+/-     0.012254%
  3    -0.6784130243E-001+/-     0.038145%    +i  -0.1394478883E+000+/-     0.012457%
  4    -0.6059860902E-001+/-     0.040680%    +i  -0.1484395668E+000+/-     0.012392%
  5    -0.5186502174E-001+/-     0.048426%    +i  -0.1572931062E+000+/-     0.012613%
  6    -0.4155613691E-001+/-     0.058125%    +i  -0.1529612107E+000+/-     0.013313%
  7    -0.3045291762E-001+/-     0.079830%    +i  -0.1613565040E+000+/-     0.013270%
  8    -0.2404374277E-001+/-     0.098006%    +i  -0.1701777670E+000+/-     0.013189%
  9     0.4350547380E-003+/-     5.425177%    +i  -0.1666019207E+000+/-     0.013465%
 10     0.2497446780E-003+/-     8.713017%    +i  -0.1716538552E+000+/-     0.013847%
 11     0.2225276031E-001+/-     0.099562%    +i  -0.1680917026E+000+/-     0.014256%
 12     0.2498808130E-001+/-     0.084588%    +i  -0.1679315144E+000+/-     0.014632%
 13     0.4569303993E-001+/-     0.046507%    +i  -0.1513114980E+000+/-     0.015493%
 14     0.4347802309E-001+/-     0.044318%    +i  -0.1627214147E+000+/-     0.015449%
 15     0.6781080616E-001+/-     0.029508%    +i  -0.1403897684E+000+/-     0.016911%
 16     0.7666513380E-001+/-     0.026028%    +i  -0.1552415711E+000+/-     0.016500%
 17     0.8255046037E-001+/-     0.023157%    +i  -0.1452247384E+000+/-     0.017351%
 18     0.1022060498E+000+/-     0.019951%    +i  -0.1224878117E+000+/-     0.019576%
 19     0.1036882517E+000+/-     0.018517%    +i  -0.1389229530E+000+/-     0.018839%
 20     0.1203836413E+000+/-     0.017172%    +i  -0.1233154234E+000+/-     0.020610%
 21     0.1181895429E+000+/-     0.016345%    +i  -0.1245731581E+000+/-     0.020498%
 22     0.1336541470E+000+/-     0.015060%    +i  -0.1095867996E+000+/-     0.022743%
 23     0.1335933683E+000+/-     0.014386%    +i  -0.1126253706E+000+/-     0.023086%
 24     0.1415720205E+000+/-     0.014331%    +i  -0.7510397500E-001+/-     0.031226%
 25     0.1501179306E+000+/-     0.013520%    +i  -0.8338828772E-001+/-     0.029582%
 26     0.1501137059E+000+/-     0.013498%    +i  -0.7062570939E-001+/-     0.034306%
 27     0.1643658391E+000+/-     0.013063%    +i  -0.5521161903E-001+/-     0.043397%
